Team,Player Name,Position,Predicted Status,Confidence,Multiplier
BOU,Amine Adli,Unknown,rotation,20%,0.35
BOU,Eli Junior Kroupi,Unknown,rotation,10%,0.35
BRE,Caoimhin Kelleher,Unknown,starter,95%,1.00
BRE,Michael Kayode,Unknown,starter,80%,0.90
BRE,Keane Lewis-Potter,Unknown,starter,90%,1.00
BRE,Nathan Collins,Unknown,starter,90%,1.00
BRE,Sepp van den Berg,Unknown,starter,90%,1.00
BRE,Jordan Henderson,Unknown,starter,80%,0.90
BRE,Yehor Yarmoliuk,Unknown,starter,80%,0.90
BRE,Mikkel Damsgaard,Unknown,starter,80%,0.90
BRE,Dango Ouattara,Unknown,starter,90%,1.00
BRE,Kevin Schade,Unknown,rotation,60%,0.75
BRE,Igor Thiago,Unknown,starter,90%,1.00
BRE,Aaron Hickey,Unknown,rotation,10%,0.35
BRE,Rico Henry,Unknown,rotation,20%,0.35
BRE,Kristoffer Ajer,Unknown,rotation,30%,0.50
BRE,Ethan Pinnock,Unknown,rotation,20%,0.35
BRE,Frank Onyeka,Unknown,rotation,20%,0.35
BRE,Mathias Jensen,Unknown,rotation,20%,0.35
BRE,Antoni Milambo,Unknown,rotation,20%,0.35
BRE,Reiss Nelson,Unknown,rotation,20%,0.35
BRE,Fabio Carvalho,Unknown,rotation,10%,0.35
BHA,Bart Verbruggen,Unknown,starter,95%,1.00
BHA,Mats Wieffer,Unknown,rotation,60%,0.75
BHA,Maxim De Cuyper,Unknown,starter,80%,0.90
BHA,Jan Paul van Hecke,Unknown,starter,90%,1.00
BHA,Lewis Dunk,Unknown,starter,90%,1.00
BHA,Carlos Baleba,Unknown,starter,80%,0.90
BHA,Yasin Ayari,Unknown,rotation,60%,0.75
BHA,Yankuba Minteh,Unknown,starter,90%,1.00
BHA,Kaoru Mitoma,Unknown,starter,90%,1.00
BHA,Georginio Rutter,Unknown,rotation,60%,0.75
BHA,Danny Welbeck,Unknown,starter,80%,0.90
BHA,Joel Veltman,Unknown,rotation,40%,0.50
BHA,Ferdi Kadioglu,Unknown,rotation,20%,0.35
BHA,Diego Coppola,Unknown,rotation,20%,0.35
BHA,James Milner,Unknown,rotation,10%,0.35
BHA,Jack Hinshelwood,Unknown,rotation,50%,0.75
BHA,Diego Gomez,Unknown,rotation,30%,0.50
BHA,Brajan Gruda,Unknown,rotation,50%,0.75
BUR,Martin Dubravka,Unknown,starter,95%,1.00
BUR,Kyle Walker,Unknown,starter,90%,1.00
BUR,Quilindschy Hartman,Unknown,starter,90%,1.00
BUR,Hjalmar Ekdal,Unknown,starter,80%,0.90
BUR,Maxime Esteve,Unknown,starter,90%,1.00
BUR,Lesley Ugochukwu,Unknown,starter,70%,0.90
BUR,Josh Cullen,Unknown,starter,80%,0.90
BUR,Hannibal Mejbri,Unknown,starter,90%,1.00
BUR,Jacob Bruun Larsen,Unknown,starter,70%,0.90
BUR,Jaidon Anthony,Unknown,starter,90%,1.00
BUR,Lyle Foster,Unknown,rotation,60%,0.75
BUR,Lucas Pires,Unknown,rotation,10%,0.35
BUR,Joe Worrall,Unknown,rotation,20%,0.35
BUR,Axel Tuanzebe,Unknown,rotation,20%,0.35
BUR,Florentino Luis,Unknown,rotation,30%,0.50
BUR,Josh Laurent,Unknown,rotation,10%,0.35
BUR,Aaron Ramsey,Unknown,rotation,10%,0.35
BUR,Marcus Edwards,Unknown,rotation,10%,0.35
BUR,Oliver Sonne,Unknown,rotation,20%,0.35
BUR,Loum Tchaouna,Unknown,rotation,20%,0.35
CHE,Robert Sanchez,Unknown,starter,90%,1.00
CHE,Reece James,Unknown,rotation,60%,0.75
CHE,Marc Cucurella,Unknown,starter,90%,1.00
CHE,Trevor Chalobah,Unknown,starter,90%,1.00
CHE,Tosin Adarabioyo,Unknown,starter,80%,0.90
CHE,Enzo Fernandez,Unknown,starter,90%,1.00
CHE,Moises Caicedo,Unknown,starter,90%,1.00
CHE,Cole Palmer,Unknown,rotation,60%,0.75
CHE,Estevao Willian,Unknown,rotation,60%,0.75
CHE,Pedro Neto,Unknown,starter,90%,1.00
CHE,Joao Pedro,Unknown,starter,90%,1.00
CHE,Filip Jorgensen,Unknown,rotation,10%,0.35
CHE,Malo Gusto,Unknown,rotation,40%,0.50
CHE,Wesley Fofana,Unknown,rotation,10%,0.35
CHE,Josh Acheampong,Unknown,rotation,30%,0.50
CHE,Andrey Santos,Unknown,rotation,20%,0.35
CHE,Facundo Buonanotte,Unknown,rotation,10%,0.35
CHE,Jamie Gittens,Unknown,rotation,40%,0.50
CHE,Alejandro Garnacho,Unknown,rotation,30%,0.50
CHE,Marc Guiu,Unknown,rotation,20%,0.35
CRY,Dean Henderson,Unknown,starter,95%,1.00
CRY,Daniel Munoz,Unknown,starter,90%,1.00
CRY,Tyrick Mitchell,Unknown,starter,90%,1.00
CRY,Chris Richards,Unknown,starter,90%,1.00
CRY,Marc Guehi,Unknown,starter,80%,0.90
CRY,Maxime Lacroix,Unknown,starter,90%,1.00
CRY,Jefferson Lerma,Unknown,starter,90%,1.00
CRY,Will Hughes,Unknown,starter,90%,1.00
CRY,Yeremy Pino,Unknown,rotation,60%,0.75
CRY,Daichi Kamada,Unknown,starter,80%,0.90
CRY,Jean-Philippe Mateta,Unknown,starter,90%,1.00
CRY,Nathaniel Clyne,Unknown,rotation,20%,0.35
CRY,Borna Sosa,Unknown,rotation,40%,0.50
CRY,Jaydee Canvot,Unknown,rotation,40%,0.50
CRY,Justin Devenny,Unknown,rotation,50%,0.75
EVE,Jordan Pickford,Unknown,starter,95%,1.00
EVE,Jake O’Brien,Unknown,starter,90%,1.00
EVE,Vitalii Mykolenko,Unknown,rotation,60%,0.75
EVE,James Tarkowski,Unknown,starter,90%,1.00
EVE,Michael Keane,Unknown,starter,90%,1.00
EVE,James Garner,Unknown,starter,90%,1.00
EVE,Idrissa Gueye,Unknown,starter,90%,1.00
EVE,Kiernan Dewsbury-Hall,Unknown,starter,90%,1.00
EVE,Iliman Ndiaye,Unknown,starter,90%,1.00
EVE,Jack Grealish,Unknown,starter,90%,1.00
EVE,Beto,Unknown,starter,70%,0.90
EVE,Seamus Coleman,Unknown,rotation,10%,0.35
EVE,Tim Iroegbunam,Unknown,rotation,30%,0.50
EVE,Tyler Dibling,Unknown,rotation,20%,0.35
EVE,Dwight McNeil,Unknown,rotation,20%,0.35
EVE,Carlos Alcaraz,Unknown,rotation,40%,0.50
EVE,Thierno Barry,Unknown,rotation,30%,0.50
FUL,Bernd Leno,Unknown,starter,95%,1.00
FUL,Kenny Tete,Unknown,starter,90%,1.00
FUL,Antonee Robinson,Unknown,starter,70%,0.90
FUL,Joachim Andersen,Unknown,starter,90%,1.00
FUL,Calvin Bassey,Unknown,starter,90%,1.00
FUL,Sasa Lukic,Unknown,starter,90%,1.00
FUL,Sander Berge,Unknown,starter,90%,1.00
FUL,Josh King,Unknown,starter,70%,0.90
FUL,Ryan Sessegnon,Unknown,rotation,50%,0.75
FUL,Alex Iwobi,Unknown,starter,80%,0.90
FUL,Rodrigo Muniz,Unknown,starter,70%,0.90
FUL,Timothy Castagne,Unknown,rotation,20%,0.35
FUL,Issa Diop,Unknown,rotation,10%,0.35
FUL,Jorge Cuenca,Unknown,rotation,10%,0.35
FUL,Harrison Reed,Unknown,rotation,10%,0.35
FUL,Emile Smith Rowe,Unknown,rotation,30%,0.50
FUL,Harry Wilson,Unknown,rotation,30%,0.50
FUL,Samu Chukwueze,Unknown,rotation,30%,0.50
FUL,Kevin,Unknown,rotation,40%,0.50
FUL,Raul Jimenez,Unknown,rotation,30%,0.50
LEE,Karl Darlow,Unknown,starter,70%,0.90
LEE,Jayden Bogle,Unknown,starter,90%,1.00
LEE,Gabriel Gudmundsson,Unknown,starter,80%,0.90
LEE,Joe Rodon,Unknown,starter,80%,0.90
LEE,Pascal Struijk,Unknown,starter,90%,1.00
LEE,Sean Longstaff,Unknown,rotation,50%,0.75
LEE,Ethan Ampadu,Unknown,rotation,60%,0.75
LEE,Anton Stach,Unknown,starter,90%,1.00
LEE,Dan James,Unknown,starter,80%,0.90
LEE,Wilfried Gnonto,Unknown,starter,80%,0.90
LEE,Lukas Nmecha,Unknown,rotation,40%,0.50
LEE,Illan Meslier,Unknown,rotation,30%,0.50
LEE,James Justin,Unknown,rotation,30%,0.50
LEE,Jaka Bijol,Unknown,rotation,30%,0.50
LEE,Ilia Gruev,Unknown,rotation,40%,0.50
LEE,Ao Tanaka,Unknown,rotation,50%,0.75
LEE,Brenden Aaronson,Unknown,rotation,20%,0.35
LEE,Noah Okafor,Unknown,rotation,30%,0.50
LEE,Joel Piroe,Unknown,rotation,30%,0.50
LEE,Dominic Calvert-Lewin,Unknown,rotation,30%,0.50
LIV,Alisson Becker,Unknown,starter,95%,1.00
LIV,Dominik Szoboszlai,Unknown,starter,70%,0.90
LIV,Milos Kerkez,Unknown,starter,80%,0.90
LIV,Ibrahima Konate,Unknown,starter,80%,0.90
LIV,Virgil van Dijk,Unknown,starter,90%,1.00
LIV,Ryan Gravenberch,Unknown,starter,90%,1.00
LIV,Alexis Mac Allister,Unknown,starter,70%,0.90
LIV,Florian Wirtz,Unknown,starter,90%,1.00
LIV,Mohamed Salah,Unknown,starter,90%,1.00
LIV,Cody Gakpo,Unknown,starter,90%,1.00
LIV,Hugo Ekitike,Unknown,starter,80%,0.90
LIV,Jeremie Frimpong,Unknown,rotation,50%,0.75
LIV,Conor Bradley,Unknown,rotation,30%,0.50
LIV,Andrew Robertson,Unknown,rotation,20%,0.35
LIV,Joe Gomez,Unknown,rotation,30%,0.50
LIV,Federico Chiesa,Unknown,rotation,10%,0.35
LIV,Alexander Isak,Unknown,rotation,30%,0.50
MCI,Gigio Donnarumma,Unknown,rotation,60%,0.75
MCI,Matheus Nunes,Unknown,rotation,60%,0.75
MCI,Josko Gvardiol,Unknown,rotation,60%,0.75
MCI,Ruben Dias,Unknown,starter,80%,0.90
MCI,Nathan Ake,Unknown,rotation,60%,0.75
MCI,Bernardo Silva,Unknown,starter,80%,0.90
MCI,Rodrigo,Unknown,starter,80%,0.90
MCI,Tijjani Reijnders,Unknown,starter,80%,0.90
MCI,Oscar Bobb,Unknown,starter,80%,0.90
MCI,Jeremy Doku,Unknown,starter,70%,0.90
MCI,Erling Haaland,Unknown,starter,90%,1.00
MCI,James Trafford,Unknown,rotation,40%,0.50
MCI,Rico Lewis,Unknown,rotation,40%,0.50
MCI,Nico O’Reilly,Unknown,rotation,40%,0.50
MCI,John Stones,Unknown,rotation,40%,0.50
MCI,Abdukodir Khusanov,Unknown,rotation,30%,0.50
MCI,Nico Gonzalez,Unknown,rotation,50%,0.75
MCI,Phil Foden,Unknown,rotation,30%,0.50
MCI,Savinho,Unknown,rotation,30%,0.50
MUN,Altay Bayindir,Unknown,starter,95%,1.00
MUN,Amad Diallo,Unknown,starter,80%,0.90
MUN,Patrick Dorgu,Unknown,starter,90%,1.00
MUN,Leny Yoro,Unknown,starter,80%,0.90
MUN,Luke Shaw,Unknown,starter,80%,0.90
MUN,Matthijs de Ligt,Unknown,starter,90%,1.00
MUN,Casemiro,Unknown,starter,80%,0.90
MUN,Kobbie Mainoo,Unknown,starter,70%,0.90
MUN,Bryan Mbeumo,Unknown,starter,90%,1.00
MUN,Bruno Fernandes,Unknown,starter,90%,1.00
MUN,Benjamin Sesko,Unknown,rotation,60%,0.75
MUN,Noussair Mazraoui,Unknown,rotation,60%,0.75
MUN,Harry Maguire,Unknown,rotation,50%,0.75
MUN,Manuel Ugarte,Unknown,rotation,40%,0.50
MUN,Joshua Zirkzee,Unknown,rotation,40%,0.50
NEW,Nick Pope,Unknown,starter,90%,1.00
NEW,Kieran Trippier,Unknown,starter,80%,0.90
NEW,Tino Livramento,Unknown,starter,90%,1.00
NEW,Fabian Schar,Unknown,starter,70%,0.90
NEW,Dan Burn,Unknown,starter,90%,1.00
NEW,Bruno Guimaraes,Unknown,starter,90%,1.00
NEW,Sandro Tonali,Unknown,starter,80%,0.90
NEW,Joelinton,Unknown,starter,80%,0.90
NEW,Anthony Elanga,Unknown,starter,90%,1.00
NEW,Harvey Barnes,Unknown,starter,70%,0.90
NEW,Nick Woltemade,Unknown,rotation,60%,0.75
NEW,Aaron Ramsdale,Unknown,rotation,10%,0.35
NEW,Lewis Hall,Unknown,rotation,30%,0.50
NEW,Malick Thiaw,Unknown,rotation,20%,0.35
NEW,Sven Botman,Unknown,rotation,30%,0.50
NEW,Joe Willock,Unknown,rotation,10%,0.35
NEW,Lewis Miley,Unknown,rotation,40%,0.50
NEW,Jacob Murphy,Unknown,rotation,40%,0.50
NEW,William Osula,Unknown,rotation,40%,0.50
NFO,Matz Sels,Unknown,starter,90%,1.00
NFO,Jair Cunha,Unknown,starter,80%,0.90
NFO,Neco Williams,Unknown,starter,90%,1.00
NFO,Nikola Milenkovic,Unknown,starter,90%,1.00
NFO,Murillo,Unknown,starter,90%,1.00
NFO,Elliot Anderson,Unknown,starter,90%,1.00
NFO,Ibrahim Sangare,Unknown,rotation,50%,0.75
NFO,Morgan Gibbs-White,Unknown,starter,90%,1.00
NFO,Dan Ndoye,Unknown,rotation,60%,0.75
NFO,Callum Hudson-Odoi,Unknown,starter,70%,0.90
NFO,Chris Wood,Unknown,starter,90%,1.00
NFO,John Victor,Unknown,rotation,10%,0.35
NFO,Nicolo Savona,Unknown,rotation,30%,0.50
NFO,Morato,Unknown,rotation,10%,0.35
NFO,Willy Boly,Unknown,rotation,10%,0.35
NFO,Ryan Yates,Unknown,rotation,20%,0.35
NFO,Douglas Luiz,Unknown,rotation,40%,0.50
NFO,James McAtee,Unknown,rotation,40%,0.50
NFO,Dilane Bakwa,Unknown,rotation,10%,0.35
NFO,Omari Hutchinson,Unknown,rotation,20%,0.35
SUN,Robin Roefs,Unknown,starter,95%,1.00
SUN,Trai Hume,Unknown,starter,90%,1.00
SUN,Reinildo,Unknown,starter,90%,1.00
SUN,Nordi Mukiele,Unknown,rotation,60%,0.75
SUN,Omar Alderete,Unknown,starter,80%,0.90
SUN,Granit Xhaka,Unknown,starter,90%,1.00
SUN,Habib Diarra,Unknown,starter,90%,1.00
SUN,Noah Sadiki,Unknown,starter,90%,1.00
SUN,Simon Adingra,Unknown,starter,70%,0.90
SUN,Enzo Le Fee,Unknown,starter,70%,0.90
SUN,Eliezer Mayenda,Unknown,rotation,50%,0.75
SUN,Patrick Roberts,Unknown,rotation,10%,0.35
SUN,Arthur Masuaku,Unknown,rotation,10%,0.35
SUN,Lutsharel Geertruida,Unknown,rotation,60%,0.75
SUN,Dan Neil,Unknown,rotation,20%,0.35
SUN,Chemsedine Talbi,Unknown,rotation,60%,0.75
SUN,Wilson Isidor,Unknown,rotation,40%,0.50
SUN,Bryan Brobbey,Unknown,rotation,20%,0.35
TOT,Guglielmo Vicario,Unknown,starter,95%,1.00
TOT,Pedro Porro,Unknown,starter,80%,0.90
TOT,Djed Spence,Unknown,starter,80%,0.90
TOT,Cristian Romero,Unknown,starter,90%,1.00
TOT,Micky Van de Ven,Unknown,starter,90%,1.00
TOT,Rodrigo Bentancur,Unknown,starter,70%,0.90
TOT,Joao Palhinha,Unknown,rotation,60%,0.75
TOT,Pape Matar Sarr,Unknown,starter,70%,0.90
TOT,Brennan Johnson,Unknown,starter,70%,0.90
TOT,Mohammed Kudus,Unknown,starter,90%,1.00
TOT,Richarlison,Unknown,rotation,50%,0.75
TOT,Destiny Udogie,Unknown,rotation,40%,0.50
TOT,Kevin Danso,Unknown,rotation,20%,0.35
TOT,Archie Gray,Unknown,rotation,20%,0.35
TOT,Lucas Bergvall,Unknown,rotation,40%,0.50
TOT,Xavi Simons,Unknown,rotation,40%,0.50
TOT,Wilson Odobert,Unknown,rotation,20%,0.35
TOT,Mathys Tel,Unknown,rotation,20%,0.35
TOT,Randal Kolo Muani,Unknown,rotation,30%,0.50
TOT,Dominic Solanke,Unknown,rotation,20%,0.35
WHU,Mads Hermansen,Unknown,starter,90%,1.00
WHU,Aaron Wan-Bissaka,Unknown,starter,90%,1.00
WHU,El Hadji Malick Diouf,Unknown,starter,90%,1.00
WHU,Max Kilman,Unknown,starter,90%,1.00
WHU,Konstantinos Mavropanos,Unknown,rotation,60%,0.75
WHU,Tomas Soucek,Unknown,starter,80%,0.90
WHU,James Ward-Prowse,Unknown,starter,80%,0.90
WHU,Lucas Paqueta,Unknown,starter,90%,1.00
WHU,Jarrod Bowen,Unknown,starter,90%,1.00
WHU,Matheus Fernandes,Unknown,starter,90%,1.00
WHU,Niclas Fullkrug,Unknown,rotation,50%,0.75
WHU,Alphonse Areola,Unknown,rotation,10%,0.35
WHU,Kyle Walker-Peters,Unknown,rotation,20%,0.35
WHU,Jean-Clair Todibo,Unknown,rotation,40%,0.50
WHU,Nayef Aguerd,Unknown,rotation,40%,0.50
WHU,Guido Rodriguez,Unknown,rotation,20%,0.35
WHU,Freddie Potts,Unknown,rotation,10%,0.35
WHU,Crysencio Summerville,Unknown,rotation,30%,0.50
WHU,Callum Wilson,Unknown,rotation,30%,0.50
WOL,Josa Sa,Unknown,starter,90%,1.00
WOL,Jackson Tchatchoua,Unknown,rotation,50%,0.75
WOL,David Moller Wolfe,Unknown,starter,70%,0.90
WOL,Matt Doherty,Unknown,rotation,60%,0.75
WOL,Toti Gomes,Unknown,starter,90%,1.00
WOL,Emmanuel Agbadou,Unknown,starter,90%,1.00
WOL,Joao Gomes,Unknown,starter,90%,1.00
WOL,Jean-Ricner Bellegarde,Unknown,rotation,60%,0.75
WOL,Jhon Arias,Unknown,starter,80%,0.90
WOL,Marshall Munetsi,Unknown,starter,90%,1.00
WOL,Hee-chan Hwang,Unknown,starter,70%,0.90
WOL,Sam Johnstone,Unknown,rotation,10%,0.35
WOL,Ki-Jana Hoever,Unknown,rotation,20%,0.35
WOL,Rodrigo Gomes,Unknown,rotation,30%,0.50
WOL,Hugo Bueno,Unknown,rotation,30%,0.50
WOL,Santiago Bueno,Unknown,rotation,50%,0.75
WOL,Yerson Mosquera,Unknown,rotation,10%,0.35
WOL,Andre,Unknown,rotation,50%,0.75
WOL,Fer Lopez,Unknown,rotation,40%,0.50
WOL,Sasa Kalajdzic,Unknown,rotation,20%,0.35
